몬스터ID,몬스터명,MVP,레벨,종족,속성,드롭1,확률1,드롭2,확률2,드롭3,확률3,드롭4,확률4,드롭5,확률5,드롭6,확률6,드롭7,확률7,드롭8,확률8,MVP드롭1,MVP확률1,MVP드롭2,MVP확률2,MVP드롭3,MVP확률3
1943,Treasure Chest,,99,무형,무속성,Dusk_Glow,0.80%,Union_Of_Tribe,5.00%,Branch_Of_Dead_Tree_Box,100.00%,Oridecon,48.50%,Elunium,72.75%,Battle_Hook,1.50%,Frozen_Bow,1.50%,Combo_Battle_Glove,1.50%,,,,,,
1944,Treasure Chest,,99,무형,무속성,Dawn_Essence,0.80%,Union_Of_Tribe,5.00%,Branch_Of_Dead_Tree_Box,100.00%,Oridecon,48.50%,Elunium,72.75%,Ahlspiess,1.50%,Earth_Bow,1.50%,Ulfhedinn,0.50%,,,,,,
1945,Treasure Chest,,99,무형,무속성,Cold_Moonlight,0.80%,Union_Of_Tribe,5.00%,Branch_Of_Dead_Tree_Box,100.00%,Oridecon,48.50%,Elunium,72.75%,Lich_Bone_Wand,1.50%,Gust_Bow,1.50%,Seismic_Fist,1.50%,,,,,,
1946,Treasure Chest,,99,무형,무속성,Hazy_Starlight,0.80%,Union_Of_Tribe,5.00%,Branch_Of_Dead_Tree_Box,100.00%,Oridecon,48.50%,Elunium,72.75%,Piercing_Staff,1.50%,Drill_Katar,1.50%,Mithril_Magic_Cape,0.50%,,,,,,
1955,Treasure Chest,,99,무형,무속성,Tresure_Box_WoE,30.00%,Soul_Crystal,40.00%,,,,,,,,,,,,,,,,,,
1956,Naght Sieger,,99,악마,유령,Twin_Edge_B,90.00%,Twin_Edge_R,90.00%,Flame_Manteau,90.00%,Bone_Helm,90.00%,Old_Card_Album,90.00%,Pauldron,90.00%,Turquoise,90.00%,,,,,,,,
2047,Naga,,99,동물,땅,Scale_Of_Snakes,50.00%,,,,,,,,,,,,,,,,,,,,
2049,Bradium Golem,,99,무형,땅,Purified_Bradium,5.00%,,,,,,,,,,,,,,,,,,,,
2042,Silver Sniper,,100,무형,무속성,Steel,10.00%,,,,,,,,,,,,,,,,,,,,
2043,Magic Decoy,,100,무형,불,Steel,10.00%,,,,,,,,,,,,,,,,,,,,
2044,Magic Decoy,,100,무형,물,Steel,10.00%,,,,,,,,,,,,,,,,,,,,
2045,Magic Decoy,,100,무형,땅,Steel,10.00%,,,,,,,,,,,,,,,,,,,,
2046,Magic Decoy,,100,무형,바람,Steel,10.00%,,,,,,,,,,,,,,,,,,,,
2024,Bradium Golem,,101,무형,땅,Stone_Piece,30.00%,Stone_Heart,50.00%,Purified_Bradium,5.00%,Bradium_Shield,0.10%,,,,,,,,,,,,,,
2019,Ancient Tree,,102,식물,땅,Tough_Vines,10.00%,Great_Leaf,10.00%,Log,50.00%,Dead_Tree_Cane,0.10%,Vital_Tree_Shoes,0.30%,,,,,,,,,,,,
1994,Luciola Vespa,,104,곤충,바람,Sprint_Ring,0.02%,Worm_Peelings,90.00%,Bee_Sting,90.00%,Honey,3.00%,Wind_Of_Verdure,1.60%,Royal_Jelly,2.00%,Solid_Shell,30.00%,Luciola_Vespa_Card,0.01%,,,,,,
1989,Hillslion,,105,동물,땅,Sprint_Shoes,0.10%,Horn_Of_Hilthrion,0.20%,Horn_Of_Hilsrion,30.00%,Fur,20.00%,Wild_Beast_Claw,0.10%,Soft_Feather,1.20%,Brigan,48.50%,Hilsrion_Card,0.01%,,,,,,
1998,Hillslion,,105,동물,땅,,,,,,,,,,,,,,,,,,,,,,
2076,Shadow of Deception,,105,악마,바람,,,,,,,,,,,,,,,,,,,,,,
2077,Shadow of Illusion,,105,악마,어둠,,,,,,,,,,,,,,,,,,,,,,
2078,Shadow of Pleasure,,105,악마,어둠,,,,,,,,,,,,,,,,,,,,,,
1986,Tatacho,,106,동물,땅,Lunakaligo,0.20%,Cello,0.10%,Fur,40.00%,Peaked_Hat,30.00%,Delicious_Fish,31.00%,Sweet_Potato,30.00%,Tatacho_Card,0.01%,,,,,,,,
1997,Tatacho,,106,동물,땅,,,,,,,,,,,,,,,,,,,,,,
2017,Rata,,107,인간형,땅,Unripe_Acorn,50.00%,Acorn,50.00%,Piece_Of_Darkness,5.00%,Veteran_Hammer,1.00%,,,,,,,,,,,,,,
2018,Duneyrr,,107,인간형,땅,Carrot,50.00%,Fur,40.00%,Piece_Of_Darkness,5.00%,Eyes_Stone_Ring,0.01%,Veteran_Sword,0.10%,Veteran_Axe,1.00%,,,,,,,,,,
1992,Cornus,,108,동물,성,Sprint_Mail,0.10%,Angelic_Ring,0.01%,Mystic_Horn,40.00%,Soft_Feather,30.00%,Horseshoe,60.00%,Snowy_Horn,0.02%,Long_Horn,0.01%,Cornus_Card,0.01%,,,,,,
1987,Centipede,,110,곤충,독,Cold_Heart,0.02%,Black_Cat,0.02%,Cursed_Lyre,0.10%,Short_Leg,53.35%,Zargon,50.00%,Worm_Peelings,90.00%,Solid_Shell,25.00%,Centipede_Card,0.01%,,,,,,
1993,Naga,,111,동물,땅,Armor_Of_Naga,0.10%,Shield_Of_Naga,0.10%,Battle_Fork,0.10%,Scale_Of_Snakes,50.00%,Scales_Shell,35.00%,Shining_Scales,20.00%,Pike_,0.20%,,,,,,,,
1991,Tendrilion,,113,동물,땅,Leather_Of_Tendrilion,5.00%,Death_Guidance,1.00%,Eraser,1.00%,Horn_Of_Tendrilion,90.00%,Fur,40.00%,Tough_Vines,53.35%,Stiff_Horn,48.50%,,,,,,,,
2023,Dark Shadow,,114,무형,어둠,Piece_Of_Black_Cloth,50.00%,Skul_Ring,10.00%,Dagger_Of_Hunter,0.05%,Piece_Of_Darkness,10.00%,Eyes_Stone_Ring,0.05%,Bradium_Stonehammer,0.10%,Dark_Shadow_Card,0.01%,,,,,,,,
2027,Dark Shadow,,114,무형,어둠,,,,,,,,,,,,,,,,,,,,,,
1990,Hardrock Mammoth,,115,동물,땅,Bone_Head,1.00%,Tournament_Shield,2.00%,Ivory_Lance,5.00%,Ivory_Knife,4.00%,Hard_Skin,90.00%,Snowy_Horn,0.20%,Elunium,90.00%,,,,,,,,
2022,Nidhoggr's Shadow,★MVP,117,드래곤,어둠,Dark_Red_Scale,50.00%,Treasure_Box,50.00%,Gold_Ring,50.00%,Cardo,5.00%,Katzbalger,5.00%,Pole_Axe,5.00%,Piece_Of_Angent_Skin,20.00%,,,Old_Violet_Box,55.00%,Old_Violet_Box,50.00%,Old_Card_Album,20.00%
